Product,Brand,Product Specification,Price,Inward Date,Dispatch Date,Quantity Sold,Customer Name,Customer Location,Region,Core Specification,Processor Specification,RAM,ROM,SSD
Mobile Phone,Samsung,Week there since ago though weight agency technology.,158656,22-06-2024,21-08-2024,4,Glenn Douglas,Medinatown,East,Apple A-Series,Apple A-Series,32GB,256GB,N/A
Mobile Phone,Realme,Protect take political police baby conference follow give.,166636,05-08-2023,24-08-2023,8,Russell Bradford,Macdonaldborough,East,Snapdragon 7 Gen,Snapdragon 7 Gen,4GB,128GB,N/A
Mobile Phone,Nokia,Exist research cell west care democratic across eat prove.,42361,31-05-2023,05-06-2023,4,Carrie Martinez,Tamitown,Central,Snapdragon 7 Gen,Snapdragon 7 Gen,6GB,256GB,N/A
Laptop,OnePlus,Idea assume or building suddenly blood.,161890,16-12-2024,12-01-2025,9,Jake Robinson,East Nicholasland,East,Ryzen 7,Ryzen 7,32GB,256GB,1TB
Laptop,Oppo,Hour how us significant pass without cup.,128501,18-06-2024,03-08-2024,6,Emily Jackson,Blakeport,South,Ryzen 9,Ryzen 9,32GB,128GB,256GB
Laptop,Google,Part decide small pick thing couple early.,73251,27-10-2024,14-11-2024,4,Ashley Mann,Santiagoville,Central,i9,i9,32GB,256GB,512GB
Laptop,Apple,Congress less show artist floor get speak baby.,81904,05-03-2025,02-05-2025,3,Jeremy Lawson,South Hunter,West,Ryzen 9,Ryzen 9,12GB,1TB,256GB
Mobile Phone,Redmi,Tonight edge long with human measure crime.,42481,28-12-2023,23-01-2024,4,April Morgan,Whitemouth,West,Apple A-Series,Apple A-Series,32GB,128GB,N/A
Laptop,Motorola,Each hope bar argue tough send threat to help more any.,29426,04-04-2024,27-05-2024,5,Ryan Gonzalez,Priceshire,East,Ryzen 3,Ryzen 3,8GB,64GB,256GB
Laptop,Toshiba,Probably mother place yeah thus although other boy board professional seek catch local.,41176,25-07-2023,20-08-2023,6,Michael Green,Bowersberg,East,i9,i9,4GB,256GB,256GB
Laptop,Sony,Animal that draw boy exist cause mean part idea social future certainly.,102541,01-05-2023,16-06-2023,9,Katie Cummings,Lake Curtischester,North,Ryzen 5,Ryzen 5,32GB,64GB,256GB
Laptop,Redmi,Before group whatever job concern moment dream free onto over five view.,184343,01-08-2024,28-08-2024,5,Kelsey Reynolds,South Michaelaberg,South,i3,i3,8GB,1TB,256GB
Laptop,Dell,Friend individual break upon choice film dinner.,83185,12-10-2024,26-10-2024,6,Stuart Boyle,North Jonathanhaven,North,Ryzen 7,Ryzen 7,4GB,64GB,256GB
Mobile Phone,Nokia,Charge growth only visit bed early team care song wear performance note.,77884,18-02-2025,16-04-2025,2,Gabriella Santana,Deanchester,West,Snapdragon 7s,Snapdragon 7s,4GB,1TB,N/A
Mobile Phone,Toshiba,Also candidate certainly ago door concern rest newspaper lay.,170834,06-05-2023,17-05-2023,1,Todd Harrison,West Tonya,North,MediaTek Dimensity,MediaTek Dimensity,4GB,1TB,N/A
Mobile Phone,OnePlus,Nor first sea help mean subject senior hear line meeting attention participant necessary.,89999,14-02-2025,25-03-2025,8,Adam Herrera,Staceyshire,North,Samsung Exynos,Samsung Exynos,6GB,512GB,N/A
Mobile Phone,Sony,Chance degree instead thank head performance father however together.,23349,05-11-2024,13-11-2024,1,Thomas Marquez,East Faith,West,Snapdragon 7s,Snapdragon 7s,4GB,256GB,N/A
Laptop,Google,Carry general time mean threat wall walk us American stay serious.,168813,18-07-2023,15-09-2023,3,Kathleen Beck,Waltershaven,East,Ryzen 5,Ryzen 5,12GB,1TB,256GB
Laptop,Motorola,Weight talk remember ask a must summer.,191340,02-04-2023,17-04-2023,7,Cody Hopkins,Ryanchester,South,i5,i5,16GB,1TB,2TB
Laptop,Nokia,Ground including operation trade feel game truth difference send appear sport.,157523,22-10-2024,11-11-2024,1,Daniel Proctor,East Crystal,North,i7,i7,8GB,1TB,1TB
Mobile Phone,Sony,Stop admit tonight treat answer evening beautiful.,95833,25-07-2024,02-08-2024,1,Keith Brown,Cruzport,North,Snapdragon 7s,Snapdragon 7s,6GB,256GB,N/A
Laptop,Toshiba,Loss card world yard modern behind myself work agent or nature meet.,174360,11-01-2025,10-02-2025,9,David Reed,Hernandezburgh,South,Ryzen 5,Ryzen 5,8GB,64GB,1TB
Mobile Phone,Vivo,Pretty region worker data rise character sign style often my.,62971,05-03-2025,02-04-2025,7,Christina Smith,South Diane,North,Samsung Exynos,Samsung Exynos,16GB,1TB,N/A
Mobile Phone,Samsung,Southern sea one quality seven film tree generation pay stage eight.,132390,22-08-2024,30-08-2024,2,Tiffany Nelson,Lewismouth,West,Snapdragon 7s,Snapdragon 7s,4GB,1TB,N/A
Laptop,Microsoft,Mention teach hit firm go population quickly degree machine him eat at certain exist.,109378,10-03-2024,13-04-2024,4,Christine Hernandez,Banksfort,West,Ryzen 5,Ryzen 5,32GB,256GB,256GB
Mobile Phone,Huawei,Your see media choice day see little option nor find service professional your.,100516,25-02-2024,16-03-2024,2,Christina Chavez,East Eric,Central,MediaTek Helio,MediaTek Helio,32GB,512GB,N/A
Laptop,Toshiba,Sell agency course picture measure heavy loss inside consider east.,22167,29-05-2023,27-07-2023,7,Jon Rodriguez,North Williamstad,South,i9,i9,12GB,64GB,1TB
Mobile Phone,Lenovo,Appear walk class process commercial box organization usually grow bag.,161206,15-05-2023,09-07-2023,2,Diana Nelson,Nathanside,East,Snapdragon 8 Gen,Snapdragon 8 Gen,8GB,512GB,N/A
Mobile Phone,Dell,Type mean second role sign body candidate similar son politics mission much.,104070,02-03-2025,16-04-2025,7,Frederick Solomon,Jasonview,East,Apple A-Series,Apple A-Series,6GB,128GB,N/A
Laptop,HP,Situation bed wonder artist physical vote loss never.,166412,30-03-2024,09-05-2024,4,Jennifer Berg,Shaunburgh,East,Ryzen 9,Ryzen 9,12GB,256GB,256GB
Mobile Phone,Vivo,Late expert until program major type society standard amount box.,112884,16-04-2023,03-06-2023,6,Julie Phillips,Pittstown,East,MediaTek Helio,MediaTek Helio,4GB,128GB,N/A
Laptop,OnePlus,Just sense prove act knowledge rather ground free.,152026,04-06-2024,22-06-2024,4,David Raymond,Lake Katherine,North,i9,i9,16GB,128GB,256GB
Laptop,Nokia,Similar network let administration system bed likely.,188202,23-06-2024,24-06-2024,2,Sarah Shah,Edwardland,West,Ryzen 7,Ryzen 7,12GB,64GB,256GB
Mobile Phone,OnePlus,Blue recognize skin discuss agreement start.,22750,01-06-2023,08-07-2023,8,Bethany Wolfe,West Jameshaven,South,Apple A-Series,Apple A-Series,16GB,1TB,N/A
Laptop,Dell,Blue message despite indicate until brother land suggest build.,169244,22-01-2024,30-01-2024,2,Andrea Alvarez,Olsonmouth,East,i5,i5,12GB,512GB,2TB
Mobile Phone,Realme,Challenge end partner firm green magazine open seven town measure our front address.,181481,30-10-2023,12-12-2023,6,Jacob Schwartz,Wardview,East,Snapdragon 7s,Snapdragon 7s,8GB,512GB,N/A
Laptop,Toshiba,She conference whatever fly glass may.,24235,18-05-2024,02-06-2024,6,Kyle Finley,Port Adamfort,East,i5,i5,8GB,1TB,2TB
Mobile Phone,Apple,You kid pass performance visit summer late successful moment western another around.,81489,08-06-2023,24-07-2023,5,Danielle Randolph,Port Michael,Central,Samsung Exynos,Samsung Exynos,16GB,512GB,N/A
Mobile Phone,Acer,Reduce upon heavy from control head force brother kid item beautiful arm ask.,184800,04-06-2024,09-07-2024,8,Melanie Thomas,West Matthewhaven,South,Snapdragon 8 Gen,Snapdragon 8 Gen,32GB,256GB,N/A
Mobile Phone,Microsoft,Point own himself against nor language.,34223,12-03-2024,03-04-2024,2,Dustin Guzman,Markport,East,MediaTek Dimensity,MediaTek Dimensity,32GB,256GB,N/A
Laptop,Dell,Pick keep tree white guy accept such.,15920,28-07-2023,08-08-2023,10,Michael Morgan,East Brian,North,Ryzen 5,Ryzen 5,12GB,256GB,2TB
Laptop,Asus,Get determine service American at art value not before likely.,31994,30-08-2024,23-09-2024,8,Michelle Henderson,Loganchester,West,Ryzen 9,Ryzen 9,6GB,512GB,256GB
Mobile Phone,Oppo,Different personal modern total exist report radio.,148465,11-06-2024,16-06-2024,6,Jamie Lynch,Sarahport,North,Snapdragon 7 Gen,Snapdragon 7 Gen,16GB,64GB,N/A
Laptop,Toshiba,Light talk nature wrong seat away common kitchen.,163724,23-05-2023,20-07-2023,5,Alexis Collins,Port Joshuashire,Central,Ryzen 3,Ryzen 3,16GB,128GB,512GB
Mobile Phone,Toshiba,Story Republican return music through right sign wife hair own.,76068,17-04-2023,11-05-2023,4,Brian Lambert,Veronicaburgh,Central,Samsung Exynos,Samsung Exynos,32GB,1TB,N/A
Mobile Phone,Toshiba,Image exist space record career nothing article.,18637,01-04-2024,02-05-2024,3,Keith Andrews,Charlesland,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,4GB,512GB,N/A
Mobile Phone,OnePlus,During administration so bill after owner discover fly civil blood provide.,97730,14-12-2024,18-12-2024,5,Elizabeth Collins,Kimside,East,Samsung Exynos,Samsung Exynos,32GB,64GB,N/A
Mobile Phone,OnePlus,Language much firm court deal on issue join.,14997,01-05-2023,14-06-2023,2,Travis Perry,Lifurt,South,Snapdragon 7s,Snapdragon 7s,8GB,128GB,N/A
Mobile Phone,OnePlus,Agree your picture know decade result value firm thing hotel father.,188046,04-03-2025,27-04-2025,6,Lindsay Baker,Port Gabriel,North,Snapdragon 8 Gen,Snapdragon 8 Gen,8GB,128GB,N/A
Laptop,Lenovo,Outside dog smile subject hear officer.,153132,20-11-2024,07-01-2025,7,Vanessa Spencer DDS,West Davidmouth,Central,i5,i5,16GB,128GB,2TB
Laptop,HP,Look sport politics strategy eye effort relate resource team speech money area push.,104207,17-06-2023,18-06-2023,6,Charles Castillo,Port Robert,East,i5,i5,12GB,64GB,2TB
Mobile Phone,HP,Air performance laugh method entire way safe.,193371,15-02-2025,08-04-2025,3,Christopher Sutton,East Christinachester,West,Snapdragon 7 Gen,Snapdragon 7 Gen,12GB,1TB,N/A
Mobile Phone,Realme,Thought pick would adult bit senior card chance outside issue cell big.,175376,27-09-2023,29-10-2023,1,Brianna Evans,Valerieland,East,Snapdragon 7s,Snapdragon 7s,12GB,256GB,N/A
Mobile Phone,Google,Talk subject much they my something situation alone appear population.,67836,27-02-2024,29-03-2024,5,Jordan Harris,East Matthewchester,West,MediaTek Helio,MediaTek Helio,16GB,1TB,N/A
Mobile Phone,Vivo,House wait magazine include bar area use technology produce.,30021,21-09-2023,24-09-2023,9,James Davis,North Timothy,Central,MediaTek Helio,MediaTek Helio,12GB,128GB,N/A
Laptop,Apple,Training try health why own scientist memory record movement theory nation six.,140903,01-11-2023,17-11-2023,4,Robert Morton,Chenside,South,i3,i3,4GB,128GB,1TB
Laptop,Nokia,Check wall yeah ground per start success analysis stuff down majority medical.,188495,20-08-2024,25-08-2024,9,Tina Douglas,Travisstad,East,Ryzen 7,Ryzen 7,8GB,64GB,1TB
Mobile Phone,Lenovo,Nature very indicate responsibility standard much beyond government.,127339,16-04-2023,08-06-2023,9,Kelly Price,West Karina,West,Snapdragon 7s,Snapdragon 7s,12GB,256GB,N/A
Laptop,Samsung,Force thought field describe heavy central country something structure.,65716,09-01-2025,22-01-2025,9,Brandon Arnold,Lyonston,Central,Ryzen 7,Ryzen 7,12GB,128GB,256GB
Mobile Phone,Asus,Culture center on morning whatever book goal important.,59082,25-12-2023,28-01-2024,9,Joseph Valenzuela,Port Michael,North,Samsung Exynos,Samsung Exynos,16GB,1TB,N/A
Mobile Phone,Nokia,Whom campaign part himself force imagine.,130846,01-06-2024,17-06-2024,1,Jason Wilson,Richardland,East,MediaTek Helio,MediaTek Helio,32GB,512GB,N/A
Mobile Phone,Sony,Billion school crime season difference campaign painting situation tonight data similar important keep.,92973,26-09-2023,15-11-2023,7,Steven Gomez,New Kimberly,North,Snapdragon 7s,Snapdragon 7s,6GB,256GB,N/A
Laptop,Asus,Maintain collection say reduce significant paper debate sign how study.,66034,09-04-2024,17-05-2024,7,Jeffery Gonzalez,North Mary,Central,Ryzen 9,Ryzen 9,6GB,512GB,512GB
Mobile Phone,Redmi,Almost share art customer son full resource investment successful provide research top spring goal.,75007,07-05-2023,08-06-2023,7,Rachel Rodriguez,North David,Central,Snapdragon 8 Gen,Snapdragon 8 Gen,32GB,64GB,N/A
Laptop,Microsoft,Home cultural family accept go its front.,35334,24-11-2024,17-01-2025,10,Ryan Campbell,Mariamouth,South,i5,i5,32GB,256GB,512GB
Laptop,Motorola,Remain million worry mean information month arrive science sister.,152729,13-05-2024,11-07-2024,8,Rachel Donovan,Taylorfurt,Central,i7,i7,4GB,256GB,1TB
Mobile Phone,Sony,Report represent consumer past treatment style social.,18355,18-12-2024,04-01-2025,9,Michael Bell,Lake Christopherchester,Central,Apple A-Series,Apple A-Series,4GB,64GB,N/A
Mobile Phone,Google,Million subject worry eight condition sister.,81113,11-03-2025,25-04-2025,3,Sabrina Lee,New Amanda,Central,MediaTek Dimensity,MediaTek Dimensity,8GB,256GB,N/A
Laptop,Nokia,However respond field call start season.,60839,01-12-2023,04-01-2024,9,Todd Martin,Sanchezside,East,Ryzen 5,Ryzen 5,6GB,128GB,512GB
Mobile Phone,Oppo,Goal adult moment direction remain number.,160859,02-06-2023,03-06-2023,6,James Anderson,Port Michaelburgh,South,MediaTek Dimensity,MediaTek Dimensity,16GB,64GB,N/A
Laptop,Sony,It history at citizen green budget finally.,65212,07-10-2024,30-11-2024,6,Nicholas Thomas,Lake Debraburgh,North,i9,i9,6GB,512GB,256GB
Mobile Phone,Huawei,Maybe peace individual billion seem author.,19901,23-10-2024,21-12-2024,7,Dr. William Perez,Mccoyberg,Central,Snapdragon 7s,Snapdragon 7s,6GB,512GB,N/A
Laptop,Toshiba,Heavy finally today especially fill bit card.,69667,13-11-2023,14-11-2023,9,Michael Cook,Holderport,North,Ryzen 3,Ryzen 3,8GB,512GB,1TB
Mobile Phone,iQOO,Indicate billion treat up pressure moment east door but current.,87295,11-02-2024,07-04-2024,1,Matthew Bowen,Bondshire,East,MediaTek Dimensity,MediaTek Dimensity,8GB,256GB,N/A
Laptop,Vivo,Significant marriage quite science most type international enough hard measure.,79717,21-01-2024,27-01-2024,10,Annette Mejia,South Maria,North,i7,i7,8GB,512GB,256GB
Mobile Phone,Samsung,Sign stay seem push likely together official everything dog billion far can focus.,176610,18-04-2023,19-05-2023,2,Ian Sanchez Jr.,Ashleychester,South,MediaTek Helio,MediaTek Helio,12GB,512GB,N/A
Mobile Phone,Sony,Team own any movement indicate father hair better say happy way run expect speak.,17242,15-12-2024,10-02-2025,8,Dennis Riddle DDS,Port Kevin,South,Snapdragon 8 Gen,Snapdragon 8 Gen,16GB,512GB,N/A
Laptop,Sony,Cold general thing executive position office.,22608,20-06-2023,11-07-2023,7,Miguel White,Lake Glenn,Central,i5,i5,4GB,256GB,2TB
Laptop,Vivo,Call themselves page large serious measure music daughter forget.,173225,02-04-2024,21-04-2024,10,Natalie Mullins,Scottstad,East,Ryzen 5,Ryzen 5,6GB,64GB,256GB
Laptop,Motorola,A increase take forget glass argue various sometimes final clearly push picture.,20310,20-03-2024,07-05-2024,7,Wesley Mullins,Josephview,Central,i9,i9,12GB,1TB,2TB
Mobile Phone,Motorola,Owner senior create each arrive eye west.,186738,26-07-2024,14-09-2024,10,Joseph Farrell,Lake Heatherfurt,West,MediaTek Helio,MediaTek Helio,32GB,64GB,N/A
Laptop,Huawei,Whom area effect apply song team feel recognize next almost pass history note.,199477,29-08-2023,03-10-2023,2,Raymond Alvarez,Lawrencehaven,South,i3,i3,32GB,1TB,256GB
Mobile Phone,Microsoft,His occur true suffer spend piece light.,103890,23-03-2024,21-04-2024,5,George Williams,Danielstad,North,Snapdragon 7 Gen,Snapdragon 7 Gen,12GB,1TB,N/A
Laptop,Google,Discussion meet his stay successful television interesting sense.,102833,02-06-2024,27-07-2024,3,Cody Brewer,Woodstad,Central,Ryzen 3,Ryzen 3,16GB,256GB,512GB
Laptop,Microsoft,Quality officer buy nearly exist ask pull.,136361,10-04-2023,02-05-2023,9,Jordan Chen,New Alexander,West,Ryzen 7,Ryzen 7,4GB,128GB,1TB
Mobile Phone,Dell,Drug if decision recognize opportunity subject.,111939,26-04-2024,23-06-2024,10,Tracy Estrada,Dawsonborough,West,Samsung Exynos,Samsung Exynos,16GB,1TB,N/A
Laptop,Google,Understand run here face energy out Mr provide southern.,152700,27-09-2023,05-11-2023,3,April Anderson,North Cynthia,Central,i3,i3,6GB,64GB,2TB
Mobile Phone,Oppo,Doctor prove financial success product job debate toward worker already number party reality.,27003,08-05-2024,16-05-2024,7,Diana Whitehead,Hallchester,North,MediaTek Dimensity,MediaTek Dimensity,32GB,512GB,N/A
Laptop,Asus,Time part may rich record national on field.,191506,14-12-2024,27-12-2024,5,Tiffany Phillips,New Donnaville,Central,i5,i5,4GB,64GB,256GB
Mobile Phone,Acer,Race and particularly success because avoid.,119056,25-05-2024,07-07-2024,8,Donald Montgomery,Bradleybury,East,MediaTek Dimensity,MediaTek Dimensity,8GB,1TB,N/A
Laptop,Sony,Throughout me series green rather girl he face teach near every become market.,142136,16-08-2024,06-09-2024,9,Gerald Reyes,Port Drewview,East,Ryzen 7,Ryzen 7,16GB,512GB,2TB
Mobile Phone,Acer,Cost role easy whether them space husband.,133530,25-04-2024,29-05-2024,7,Brittney Mcgee,East Michelleborough,South,Snapdragon 7s,Snapdragon 7s,32GB,512GB,N/A
Mobile Phone,Apple,Individual laugh dog forward past admit treat.,197415,07-01-2025,27-02-2025,1,Andrew Lawrence,Beltranchester,South,Apple A-Series,Apple A-Series,8GB,512GB,N/A
Laptop,Asus,Field southern media case wrong turn produce list.,61281,10-09-2024,17-09-2024,3,Gregory Adams,Littleberg,East,i7,i7,32GB,512GB,512GB
Mobile Phone,OnePlus,Sister skin it statement election indicate fish conference method offer customer.,44940,24-05-2023,01-06-2023,2,Steven Alexander,South Aimee,East,Snapdragon 8 Gen,Snapdragon 8 Gen,6GB,1TB,N/A
Laptop,Vivo,I crime sing glass recent concern window begin.,131371,08-09-2024,11-09-2024,6,Brent Ward,Ashleyton,West,Ryzen 5,Ryzen 5,32GB,256GB,256GB
Mobile Phone,Redmi,Coach how prevent soldier indicate agree audience far.,110648,24-06-2024,17-08-2024,7,Blake Kelly,Port Javiershire,West,MediaTek Dimensity,MediaTek Dimensity,12GB,128GB,N/A
Laptop,OnePlus,Pick federal also far station environmental.,176144,02-04-2023,20-04-2023,9,Michelle Brown,Lake Haleyshire,East,i7,i7,12GB,512GB,256GB
Laptop,Google,Science must for choice cost room within.,167347,03-03-2024,20-04-2024,7,Ryan Garcia,Lake Ashley,North,i7,i7,16GB,64GB,512GB
Laptop,Toshiba,Instead left I artist her would alone machine mind memory herself.,34775,29-12-2024,18-02-2025,1,Amanda Atkinson,Stewarthaven,Central,i9,i9,12GB,512GB,2TB
Mobile Phone,Apple,Activity in fall current live my trial industry six reduce exist.,185025,09-01-2025,14-01-2025,1,Michael Alvarado,Lake Christopher,East,Snapdragon 7s,Snapdragon 7s,8GB,128GB,N/A
Mobile Phone,Dell,Black personal population despite like door administration force resource security born system.,181773,24-04-2023,29-04-2023,3,Robert King,Beckyburgh,East,Snapdragon 7s,Snapdragon 7s,8GB,512GB,N/A
Laptop,Redmi,Hotel poor seat both career skill American police sign.,46857,09-05-2023,07-06-2023,5,Jordan Dixon,North Justinton,West,Ryzen 9,Ryzen 9,32GB,128GB,2TB
